Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality
P01-02-A-n05_fun_fwd-R1	P01-02-A-n05_fun_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	221.0	60.0	100.0	221.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-02-A-n05_gi_fwd-R1	P01-02-A-n05_gi_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	224.0	31.0	100.0	224.0	pass	pass	warn	fail	pass	pass	pass	pass	fail	pass	
P01-02-A-n06_gi_fwd-R1	P01-02-A-n06_gi_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	74.0	0.0	223.0	37.0	25.675675675675674	223.0	pass	pass	warn	fail	fail	pass	pass	fail	fail	pass	pass
P01-02-A-n08_gi_fwd-R1	P01-02-A-n08_gi_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2.0	0.0	221.0	51.0	100.0	221.0	pass	pass	warn	fail	fail	pass	pass	pass	fail	pass	
P01-02-B-n04_fun_fwd-R1	P01-02-B-n04_fun_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	222.0	54.0	100.0	222.0	pass	pass	warn	fail	fail	pass	pass	pass	fail	fail	
P01-02-B-n05_fun_fwd-R1	P01-02-B-n05_fun_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3.0	0.0	221.0	60.0	66.66666666666666	221.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass	
P01-02-B-n05_gi_fwd-R1	P01-02-B-n05_gi_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	224.0	48.0	100.0	224.0	pass	pass	warn	fail	pass	pass	pass	pass	fail	pass	
P01-02-B-n06_gi_fwd-R1	P01-02-B-n06_gi_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5.0	0.0	223.0	36.0	80.0	223.0	pass	pass	fail	fail	fail	pass	pass	pass	fail	pass	
P01-02-B-n07_gi_fwd-R1	P01-02-B-n07_gi_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22.0	0.0	222.0	39.0	31.818181818181817	222.0	pass	pass	warn	fail	fail	pass	pass	fail	fail	pass	warn
P01-02-C-n03_fun_fwd-R1	P01-02-C-n03_fun_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	223.0	60.0	100.0	223.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-02-C-n04_fun_fwd-R1	P01-02-C-n04_fun_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	222.0	60.0	100.0	222.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-02-C-n05_fun_fwd-R1	P01-02-C-n05_fun_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11.0	0.0	221.0	38.0	72.72727272727273	221.0	pass	pass	warn	fail	fail	pass	pass	pass	fail	fail	pass
P01-02-C-n07_gi_fwd-R1	P01-02-C-n07_gi_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	222.0	36.0	100.0	222.0	pass	pass	warn	fail	pass	pass	pass	pass	fail	pass	
P01-02-C-n08_gi_fwd-R1	P01-02-C-n08_gi_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	155.0	0.0	221.0	36.0	26.451612903225808	221.0	pass	fail	warn	fail	fail	pass	pass	fail	fail	fail	pass
P01-02-D-n03_fun_fwd-R1	P01-02-D-n03_fun_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	223.0	59.0	100.0	223.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-02-D-n04_fun_fwd-R1	P01-02-D-n04_fun_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	222.0	60.0	100.0	222.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-02-D-n05_fun_fwd-R1	P01-02-D-n05_fun_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	221.0	41.0	100.0	221.0	pass	pass	warn	fail	pass	pass	pass	pass	fail	pass	
P01-02-D-n06_fun_fwd-R1	P01-02-D-n06_fun_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11.0	0.0	220.0	39.0	81.81818181818183	220.0	pass	pass	warn	fail	fail	pass	pass	pass	fail	fail	pass
P01-02-D-n07_gi_fwd-R1	P01-02-D-n07_gi_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	222.0	46.0	100.0	222.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-02-D-n08_gi_fwd-R1	P01-02-D-n08_gi_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1.0	0.0	221.0	47.0	100.0	221.0	pass	pass	pass	fail	pass	pass	pass	pass	fail	pass	
P01-02-D-n09_gi_fwd-R1	P01-02-D-n09_gi_fwd-R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31.0	0.0	220.0	36.0	67.74193548387096	220.0	pass	pass	warn	fail	fail	pass	pass	warn	fail	fail	pass
